T21,"Total imports, exports and balance of trade",,,,,,,
Region/Country/Area,,Year,Series,System of trade,System of trade footnote,Value,Footnotes,Source
804,Ukraine,2015,Balance imports/exports (millions of US dollars),G,,611,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
804,Ukraine,2021,Balance imports/exports (millions of US dollars),G,,"-4,093",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
804,Ukraine,2022,Balance imports/exports (millions of US dollars),G,,"-10,781",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
804,Ukraine,2023,Balance imports/exports (millions of US dollars),G,,"-27,376",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
784,United Arab Emirates,1995,Imports CIF (millions of US dollars),G,,"20,776",Estimate.;United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
784,United Arab Emirates,2005,Imports CIF (millions of US dollars),G,,"80,814",United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
784,United Arab Emirates,2010,Imports CIF (millions of US dollars),G,,"187,001",United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
784,United Arab Emirates,2015,Imports CIF (millions of US dollars),G,,"287,025",United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
784,United Arab Emirates,2021,Imports CIF (millions of US dollars),G,,"347,529",United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
784,United Arab Emirates,2022,Imports CIF (millions of US dollars),G,,"420,493",United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
784,United Arab Emirates,2023,Imports CIF (millions of US dollars),G,,"491,205",Estimate.;United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
784,United Arab Emirates,1995,Exports FOB (millions of US dollars),G,,"27,691",Estimate.;United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
784,United Arab Emirates,2005,Exports FOB (millions of US dollars),G,,"115,453",United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
784,United Arab Emirates,2010,Exports FOB (millions of US dollars),G,,"198,362",United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
784,United Arab Emirates,2015,Exports FOB (millions of US dollars),G,,"300,479",United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
784,United Arab Emirates,2021,Exports FOB (millions of US dollars),G,,"425,160",United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
784,United Arab Emirates,2022,Exports FOB (millions of US dollars),G,,"515,621",United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
784,United Arab Emirates,2023,Exports FOB (millions of US dollars),G,,"487,861",Estimate.;United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
784,United Arab Emirates,1995,Balance imports/exports (millions of US dollars),G,,"6,915",Estimate.;United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
784,United Arab Emirates,2005,Balance imports/exports (millions of US dollars),G,,"34,639",United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
784,United Arab Emirates,2010,Balance imports/exports (millions of US dollars),G,,"11,361",United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
784,United Arab Emirates,2015,Balance imports/exports (millions of US dollars),G,,"13,454",United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
784,United Arab Emirates,2021,Balance imports/exports (millions of US dollars),G,,"77,631",United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
784,United Arab Emirates,2022,Balance imports/exports (millions of US dollars),G,,"95,128",United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
784,United Arab Emirates,2023,Balance imports/exports (millions of US dollars),G,,"-3,343",Estimate.;United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
826,United Kingdom,1995,Imports CIF (millions of US dollars),G,,"261,456",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
826,United Kingdom,2005,Imports CIF (millions of US dollars),G,,"528,461",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
826,United Kingdom,2010,Imports CIF (millions of US dollars),G,,"627,618",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
826,United Kingdom,2015,Imports CIF (millions of US dollars),G,,"630,251",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
826,United Kingdom,2021,Imports CIF (millions of US dollars),G,,"688,237",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
826,United Kingdom,2022,Imports CIF (millions of US dollars),G,,"821,631",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
826,United Kingdom,2023,Imports CIF (millions of US dollars),G,,"791,386",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
826,United Kingdom,1995,Exports FOB (millions of US dollars),G,,"234,372",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
826,United Kingdom,2005,Exports FOB (millions of US dollars),G,,"392,744",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
826,United Kingdom,2010,Exports FOB (millions of US dollars),G,,"422,014",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
826,United Kingdom,2015,Exports FOB (millions of US dollars),G,,"466,296",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
826,United Kingdom,2021,Exports FOB (millions of US dollars),G,,"470,548",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
826,United Kingdom,2022,Exports FOB (millions of US dollars),G,,"535,135",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
826,United Kingdom,2023,Exports FOB (millions of US dollars),G,,"520,775",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
826,United Kingdom,1995,Balance imports/exports (millions of US dollars),G,,"-27,084",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
826,United Kingdom,2005,Balance imports/exports (millions of US dollars),G,,"-135,717",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
826,United Kingdom,2010,Balance imports/exports (millions of US dollars),G,,"-205,603",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
826,United Kingdom,2015,Balance imports/exports (millions of US dollars),G,,"-163,955",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
826,United Kingdom,2021,Balance imports/exports (millions of US dollars),G,,"-217,689",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
826,United Kingdom,2022,Balance imports/exports (millions of US dollars),G,,"-286,496",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
826,United Kingdom,2023,Balance imports/exports (millions of US dollars),G,,"-270,611",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
834,United Rep. of Tanzania,1995,Imports CIF (millions of US dollars),G,,"1,653",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
834,United Rep. of Tanzania,2005,Imports CIF (millions of US dollars),G,,"3,247",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
