T21,"Total imports, exports and balance of trade",,,,,,,
Region/Country/Area,,Year,Series,System of trade,System of trade footnote,Value,Footnotes,Source
364,Iran (Islamic Republic of),2005,Exports FOB (millions of US dollars),S,,"60,012",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
364,Iran (Islamic Republic of),2010,Exports FOB (millions of US dollars),S,,"83,785",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
364,Iran (Islamic Republic of),2015,Exports FOB (millions of US dollars),S,,"60,041",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
364,Iran (Islamic Republic of),2021,Exports FOB (millions of US dollars),S,,"67,271",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
364,Iran (Islamic Republic of),2022,Exports FOB (millions of US dollars),S,,"72,797",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
364,Iran (Islamic Republic of),2023,Exports FOB (millions of US dollars),S,,"15,003",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
364,Iran (Islamic Republic of),1995,Balance imports/exports (millions of US dollars),S,,"4,478",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
364,Iran (Islamic Republic of),2005,Balance imports/exports (millions of US dollars),S,,"21,143",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
364,Iran (Islamic Republic of),2010,Balance imports/exports (millions of US dollars),S,,"29,088",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
364,Iran (Islamic Republic of),2015,Balance imports/exports (millions of US dollars),S,,"20,003",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
364,Iran (Islamic Republic of),2021,Balance imports/exports (millions of US dollars),S,,"14,313",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
364,Iran (Islamic Republic of),2022,Balance imports/exports (millions of US dollars),S,,"11,622",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
364,Iran (Islamic Republic of),2023,Balance imports/exports (millions of US dollars),S,,"-39,318",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
368,Iraq,1995,Imports CIF (millions of US dollars),S,,445,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
368,Iraq,2005,Imports CIF (millions of US dollars),S,,"12,861",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
368,Iraq,2010,Imports CIF (millions of US dollars),S,,"43,915",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
368,Iraq,2015,Imports CIF (millions of US dollars),S,,"30,855",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
368,Iraq,2021,Imports CIF (millions of US dollars),S,,"41,307",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
368,Iraq,2022,Imports CIF (millions of US dollars),S,,"50,876",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
368,Iraq,2023,Imports CIF (millions of US dollars),S,,"54,227",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
368,Iraq,1995,Exports FOB (millions of US dollars),S,,555,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
368,Iraq,2005,Exports FOB (millions of US dollars),S,,"19,773",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
368,Iraq,2010,Exports FOB (millions of US dollars),S,,"52,483",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
368,Iraq,2015,Exports FOB (millions of US dollars),S,,"49,403",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
368,Iraq,2021,Exports FOB (millions of US dollars),S,,"81,243",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
368,Iraq,2022,Exports FOB (millions of US dollars),S,,"125,519",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
368,Iraq,2023,Exports FOB (millions of US dollars),S,,"106,239",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
368,Iraq,1995,Balance imports/exports (millions of US dollars),S,,110,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
368,Iraq,2005,Balance imports/exports (millions of US dollars),S,,"6,912",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
368,Iraq,2010,Balance imports/exports (millions of US dollars),S,,"8,568",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
368,Iraq,2015,Balance imports/exports (millions of US dollars),S,,"18,547",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
368,Iraq,2021,Balance imports/exports (millions of US dollars),S,,"39,936",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
368,Iraq,2022,Balance imports/exports (millions of US dollars),S,,"74,643",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
368,Iraq,2023,Balance imports/exports (millions of US dollars),S,,"52,012",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
372,Ireland,1995,Imports CIF (millions of US dollars),G,,"32,321",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
372,Ireland,2005,Imports CIF (millions of US dollars),G,,"70,284",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
372,Ireland,2010,Imports CIF (millions of US dollars),G,,"64,601",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
372,Ireland,2015,Imports CIF (millions of US dollars),G,,"77,787",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
372,Ireland,2021,Imports CIF (millions of US dollars),G,,"122,740",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
372,Ireland,2022,Imports CIF (millions of US dollars),G,,"148,630",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
372,Ireland,2023,Imports CIF (millions of US dollars),G,,"150,611",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
372,Ireland,1995,Exports FOB (millions of US dollars),G,,"43,789",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
372,Ireland,2005,Exports FOB (millions of US dollars),G,,"110,003",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
372,Ireland,2010,Exports FOB (millions of US dollars),G,,"120,645",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
372,Ireland,2015,Exports FOB (millions of US dollars),G,,"124,717",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
372,Ireland,2021,Exports FOB (millions of US dollars),G,,"195,998",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
372,Ireland,2022,Exports FOB (millions of US dollars),G,,"219,492",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
372,Ireland,2023,Exports FOB (millions of US dollars),G,,"212,870",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
372,Ireland,1995,Balance imports/exports (millions of US dollars),G,,"11,468",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
372,Ireland,2005,Balance imports/exports (millions of US dollars),G,,"39,719",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
372,Ireland,2010,Balance imports/exports (millions of US dollars),G,,"56,045",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
372,Ireland,2015,Balance imports/exports (millions of US dollars),G,,"46,931",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
372,Ireland,2021,Balance imports/exports (millions of US dollars),G,,"73,257",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
372,Ireland,2022,Balance imports/exports (millions of US dollars),G,,"70,862",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
372,Ireland,2023,Balance imports/exports (millions of US dollars),G,,"62,258",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
376,Israel,1995,Imports CIF (millions of US dollars),S,,"28,328",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
376,Israel,2005,Imports CIF (millions of US dollars),S,,"45,032",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
376,Israel,2010,Imports CIF (millions of US dollars),S,,"59,194",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
376,Israel,2015,Imports CIF (millions of US dollars),S,,"62,068",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
376,Israel,2021,Imports CIF (millions of US dollars),S,,"92,159",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
376,Israel,2022,Imports CIF (millions of US dollars),S,,"107,758",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
376,Israel,2023,Imports CIF (millions of US dollars),S,,"83,163",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
376,Israel,1995,Exports FOB (millions of US dollars),S,,"19,046",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
376,Israel,2005,Exports FOB (millions of US dollars),S,,"42,771",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
376,Israel,2010,Exports FOB (millions of US dollars),S,,"58,413",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
376,Israel,2015,Exports FOB (millions of US dollars),S,,"64,062",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
376,Israel,2021,Exports FOB (millions of US dollars),S,,"60,160",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
376,Israel,2022,Exports FOB (millions of US dollars),S,,"72,569",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
376,Israel,2023,Exports FOB (millions of US dollars),S,,"59,916",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
376,Israel,1995,Balance imports/exports (millions of US dollars),S,,"-9,282",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
376,Israel,2005,Balance imports/exports (millions of US dollars),S,,"-2,262",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
376,Israel,2010,Balance imports/exports (millions of US dollars),S,,-781,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
376,Israel,2015,Balance imports/exports (millions of US dollars),S,,"1,994",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
376,Israel,2021,Balance imports/exports (millions of US dollars),S,,"-31,999",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
376,Israel,2022,Balance imports/exports (millions of US dollars),S,,"-35,189",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
376,Israel,2023,Balance imports/exports (millions of US dollars),S,,"-23,247",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
380,Italy,1995,Imports CIF (millions of US dollars),S,,"200,320",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
380,Italy,2005,Imports CIF (millions of US dollars),S,,"384,836",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
380,Italy,2010,Imports CIF (millions of US dollars),S,,"486,984",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
380,Italy,2015,Imports CIF (millions of US dollars),S,,"410,933",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
380,Italy,2021,Imports CIF (millions of US dollars),S,,"568,202",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
380,Italy,2022,Imports CIF (millions of US dollars),S,,"695,236",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
380,Italy,2023,Imports CIF (millions of US dollars),S,,"639,929",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
380,Italy,1995,Exports FOB (millions of US dollars),S,,"230,441",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
380,Italy,2005,Exports FOB (millions of US dollars),S,,"372,957",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
380,Italy,2010,Exports FOB (millions of US dollars),S,,"446,840",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
380,Italy,2015,Exports FOB (millions of US dollars),S,,"456,989",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
380,Italy,2021,Exports FOB (millions of US dollars),S,,"615,910",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
380,Italy,2022,Exports FOB (millions of US dollars),S,,"659,387",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
380,Italy,2023,Exports FOB (millions of US dollars),S,,"677,095",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
380,Italy,1995,Balance imports/exports (millions of US dollars),S,,"30,122",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
380,Italy,2005,Balance imports/exports (millions of US dollars),S,,"-11,878",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
380,Italy,2010,Balance imports/exports (millions of US dollars),S,,"-40,145",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
380,Italy,2015,Balance imports/exports (millions of US dollars),S,,"46,055",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
380,Italy,2021,Balance imports/exports (millions of US dollars),S,,"47,708",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
380,Italy,2022,Balance imports/exports (millions of US dollars),S,,"-35,849",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
380,Italy,2023,Balance imports/exports (millions of US dollars),S,,"37,166",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
388,Jamaica,1995,Imports CIF (millions of US dollars),S,,"2,773",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
388,Jamaica,2005,Imports CIF (millions of US dollars),S,,"4,885",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
388,Jamaica,2010,Imports CIF (millions of US dollars),S,,"5,225",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
388,Jamaica,2015,Imports CIF (millions of US dollars),S,,"4,993",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
388,Jamaica,2021,Imports CIF (millions of US dollars),S,,"5,971",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
388,Jamaica,2022,Imports CIF (millions of US dollars),S,,"7,731",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
388,Jamaica,2023,Imports CIF (millions of US dollars),S,,"7,995",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
388,Jamaica,1995,Exports FOB (millions of US dollars),S,,"1,424",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
388,Jamaica,2005,Exports FOB (millions of US dollars),S,,"1,514",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
388,Jamaica,2010,Exports FOB (millions of US dollars),S,,"1,328",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
388,Jamaica,2015,Exports FOB (millions of US dollars),S,,"1,263",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
388,Jamaica,2021,Exports FOB (millions of US dollars),S,,"1,481",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
388,Jamaica,2022,Exports FOB (millions of US dollars),S,,"1,901",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
388,Jamaica,2023,Exports FOB (millions of US dollars),S,,"2,240",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
388,Jamaica,1995,Balance imports/exports (millions of US dollars),S,,"-1,349",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
388,Jamaica,2005,Balance imports/exports (millions of US dollars),S,,"-3,370",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
388,Jamaica,2010,Balance imports/exports (millions of US dollars),S,,"-3,898",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
388,Jamaica,2015,Balance imports/exports (millions of US dollars),S,,"-3,730",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
388,Jamaica,2021,Balance imports/exports (millions of US dollars),S,,"-4,490",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
388,Jamaica,2022,Balance imports/exports (millions of US dollars),S,,"-5,830",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
388,Jamaica,2023,Balance imports/exports (millions of US dollars),S,,"-5,755",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
392,Japan,1995,Imports CIF (millions of US dollars),G,,"336,094",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
392,Japan,2005,Imports CIF (millions of US dollars),G,,"515,866",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
392,Japan,2010,Imports CIF (millions of US dollars),G,,"694,059",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
392,Japan,2015,Imports CIF (millions of US dollars),G,,"625,568",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
392,Japan,2021,Imports CIF (millions of US dollars),G,,"772,276",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
392,Japan,2022,Imports CIF (millions of US dollars),G,,"898,600",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
392,Japan,2023,Imports CIF (millions of US dollars),G,,"751,750",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
392,Japan,1995,Exports FOB (millions of US dollars),G,,"442,937",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
392,Japan,2005,Exports FOB (millions of US dollars),G,,"594,941",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
392,Japan,2010,Exports FOB (millions of US dollars),G,,"769,774",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
392,Japan,2015,Exports FOB (millions of US dollars),G,,"624,874",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
392,Japan,2021,Exports FOB (millions of US dollars),G,,"757,066",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
392,Japan,2022,Exports FOB (millions of US dollars),G,,"746,672",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
392,Japan,2023,Exports FOB (millions of US dollars),G,,"717,946",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
392,Japan,1995,Balance imports/exports (millions of US dollars),G,,"106,843",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
392,Japan,2005,Balance imports/exports (millions of US dollars),G,,"79,074",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
392,Japan,2010,Balance imports/exports (millions of US dollars),G,,"75,715",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
392,Japan,2015,Balance imports/exports (millions of US dollars),G,,-695,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
392,Japan,2021,Balance imports/exports (millions of US dollars),G,,"-15,210",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
392,Japan,2022,Balance imports/exports (millions of US dollars),G,,"-151,928",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
392,Japan,2023,Balance imports/exports (millions of US dollars),G,,"-33,804",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
400,Jordan,1995,Imports CIF (millions of US dollars),G,,"3,696",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
400,Jordan,2005,Imports CIF (millions of US dollars),G,,"10,455",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
400,Jordan,2010,Imports CIF (millions of US dollars),G,,"15,262",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
400,Jordan,2015,Imports CIF (millions of US dollars),G,,"20,475",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
400,Jordan,2021,Imports CIF (millions of US dollars),G,,"21,542",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
400,Jordan,2022,Imports CIF (millions of US dollars),G,,"27,364",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
400,Jordan,2023,Imports CIF (millions of US dollars),G,,"25,652",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
400,Jordan,1995,Exports FOB (millions of US dollars),G,,"1,769",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
400,Jordan,2005,Exports FOB (millions of US dollars),G,,"4,284",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
400,Jordan,2010,Exports FOB (millions of US dollars),G,,"7,023",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
400,Jordan,2015,Exports FOB (millions of US dollars),G,,"7,833",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
400,Jordan,2021,Exports FOB (millions of US dollars),G,,"9,357",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
400,Jordan,2022,Exports FOB (millions of US dollars),G,,"12,780",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
400,Jordan,2023,Exports FOB (millions of US dollars),G,,"13,145",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
400,Jordan,1995,Balance imports/exports (millions of US dollars),G,,"-1,928",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
400,Jordan,2005,Balance imports/exports (millions of US dollars),G,,"-6,170",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
400,Jordan,2010,Balance imports/exports (millions of US dollars),G,,"-8,239",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
400,Jordan,2015,Balance imports/exports (millions of US dollars),G,,"-12,642",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
400,Jordan,2021,Balance imports/exports (millions of US dollars),G,,"-12,186",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
400,Jordan,2022,Balance imports/exports (millions of US dollars),G,,"-14,584",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
400,Jordan,2023,Balance imports/exports (millions of US dollars),G,,"-12,507",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
398,Kazakhstan,1995,Imports CIF (millions of US dollars),G,,"3,805",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
398,Kazakhstan,2005,Imports CIF (millions of US dollars),G,,"17,333",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
398,Kazakhstan,2010,Imports CIF (millions of US dollars),G,,"24,024",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
398,Kazakhstan,2015,Imports CIF (millions of US dollars),G,,"30,567",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
398,Kazakhstan,2021,Imports CIF (millions of US dollars),G,,"41,415",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
